accession_number,dataset_url,dataset_name,made_public,most_recent_snapshot,num_subjects,modalities,dx_status,ages,tasks,num_trials,study_design,domain_studied,longitudinal,processed_data,species,nondefaced_consent,affirmed_defaced,doi_of_papers_from_source_data_lab,doi_of_paper_published_using_openneuro_dataset,senior_author,size_gb
ds001178,https://openneuro.org/datasets/ds001178/versions/00002,Example MR artifacts,2017-12-07,2018-07-14,23,"MRI - func, MRI - anat",,,"rest, unknown, uknown, balloon analog risk task, Unknown, machinegame",,,,No,n/a,,n/a,n/a,,,"Gorgolewski, Krzysztof J.",1.89
ds001218,https://openneuro.org/datasets/ds001218/versions/00001,State representation pictures,2018-02-02,2018-07-15,30,"MRI - func, MRI - anat",,,mentalstatepictures,,,,No,n/a,,n/a,n/a,,,"Tamir, Diana",71.47
ds001226,https://openneuro.org/datasets/ds001226/versions/5.0.0,BTC_preop,2018-02-12,2022-09-11,36,"MRI - dwi, MRI - anat, MRI - func",,,rest,,,,No,n/a,,n/a,n/a,,,"Marinazzo, D",3.12
ds001228,https://openneuro.org/datasets/ds001228/versions/00002,Decoding intentions of self and others,2018-02-12,2018-07-15,24,"MRI - func, MRI - anat",,"18-25, 26-34, 35-50",collaborative task,,,,No,n/a,,n/a,n/a,,,"Fung, Hoki",9.53
ds001229,https://openneuro.org/datasets/ds001229/versions/1.0.1,Prospective Remembering,2018-02-12,2019-03-14,27,"MRI - func, MRI - anat",,"18-25, 26-34","Episodic Memory, Working Memory",,,,No,n/a,,n/a,n/a,,,"Lewis-Peacock, J.A., Cohen, J.D., & Norman, K.A.",8.41
ds001232,https://openneuro.org/datasets/ds001232/versions/1.0.0,Competition between items in working memory leads to forgetting,2018-02-15,2019-02-22,21,"MRI - func, MRI - anat",,"18-25, 26-34","Phase 1, Phase 2",,,,No,n/a,,n/a,n/a,,,"Norman, K.A.",7.11
ds001233,https://openneuro.org/datasets/ds001233/versions/00003,singleFingerRSA,2018-02-16,2018-07-15,18,"MRI - func, MRI - anat",,,cuedSFM,,,,No,n/a,,n/a,n/a,,,"Verstynen, Timothy",38.09
ds001235,https://openneuro.org/datasets/ds001235/versions/00001,Human-Object Interaction,2018-02-19,2018-07-15,12,"MRI - func, MRI - anat",,,1back,,,,No,n/a,,n/a,n/a,,,"Fei-Fei, Li",4.62
ds001241,https://openneuro.org/datasets/ds001241/versions/1.0.1,,2018-02-23,2020-09-24,24,"MRI - func, MRI - anat",,"18-25, 26-34",learn,,,,No,n/a,,n/a,n/a,,,"Dux, Paul E.",6.53
ds001242,https://openneuro.org/datasets/ds001242/versions/1.0.0,Examining effects of arousal on responses to salient and non-salient stimuli in younger and older adults,2018-02-24,2019-06-06,52,"MRI - func, MRI - dwi, MRI - anat",,,"PPA functional Localizer, Spatial Detection, Fear Learning",,,,No,n/a,,n/a,n/a,,,"Mather, Mara",16.15
ds001246,https://openneuro.org/datasets/ds001246/versions/1.2.1,Generic Object Decoding,2018-03-01,2019-12-06,5,"MRI - func, MRI - anat",,,"imagery, perception",,,,No,n/a,,n/a,n/a,,,"Kamitani, Yukiyasu",18.34
ds001247,https://openneuro.org/datasets/ds001247/versions/00001,sports_betting_study,2018-03-02,2018-07-15,43,"MRI - func, MRI - anat",,,cueexposure,,,,No,n/a,,n/a,n/a,,,"Baeken, Chris",6.87
ds001293,https://openneuro.org/datasets/ds001293/versions/00002,ds113c_R1.0.0,2018-03-20,2018-07-15,7,MRI - func,,,coverage,,,,No,n/a,,n/a,n/a,,,"Sengupta, Ayan",51.2
ds001297,https://openneuro.org/datasets/ds001297/versions/00001,Personally familiar faces,2018-03-21,2018-07-15,33,"MRI - func, MRI - anat",,"18-25, 26-34",face identity oddball,,,,No,n/a,,n/a,n/a,,,"Gobbini, M. Ida",9.86
ds001299,https://openneuro.org/datasets/ds001299/versions/1.0.0,NumberlineMarking,2018-03-23,2019-06-05,19,"MRI - func, MRI - anat",,,task-numbers,,,,No,n/a,,n/a,n/a,,,"McClelland, James L.",56.75
ds001302,https://openneuro.org/datasets/ds001302/versions/1.0.1,Inverse Base Rate,2018-03-23,2018-08-29,23,"MRI - func, MRI - anat",,,,,,,No,n/a,,n/a,n/a,,,"Davis, Tyler",5.43
ds001306,https://openneuro.org/datasets/ds001306/versions/1.0.0,negative_template,2022-10-21,2022-10-21,17,"MRI - func, MRI - anat",,"18-25, 26-34",vissearch,,,Cognitive Neuroscience,No,n/a,Human,No,Yes,https://doi.org/10.1080/13506285.2017.1339755,,"Pollmann, Stefan",21.27
ds001338,https://openneuro.org/datasets/ds001338/versions/1.0.0,ParanoiaStory,2018-04-19,2018-10-19,22,"MRI - func, MRI - anat",,"18-25, 26-34, 35-50","story2, story1, story3",,,,No,n/a,,n/a,n/a,,,"Constable, R.T.",23.53
ds001339,https://openneuro.org/datasets/ds001339/versions/00003,SocialBrain,2018-04-20,2018-07-18,14,"MRI - func, MRI - anat",,,iaps,,,,No,n/a,,n/a,n/a,,,"Taylor, Stephan F.",2.77
ds001344,https://openneuro.org/datasets/ds001344/versions/1.0.0,phfMRI_Control_Tasks,2018-04-27,2018-09-11,15,"MRI - func, MRI - anat",,"18-25, 26-34, 35-50","Eye Movemement Variant, Working Memory Variant, Eye Movement Variant",,,,No,n/a,,n/a,n/a,,,"Wall, Matthew B.",1.73
ds001345,https://openneuro.org/datasets/ds001345/versions/1.0.0,Audio-Visual Memory in the Context of Multisensory Integration,2019-11-29,2019-11-29,12,"MRI - func, MRI - anat",Healthy / Control,"18-25, 26-34",Audio-Visual Memory,4,,Multisensory Integration,No,n/a,Human,n/a,n/a,,,"Murray, Micah M",2.17
ds001353,https://openneuro.org/datasets/ds001353/versions/1.0.0,KnowledgeFilteringTest,2020-01-21,2020-06-22,29,"MRI - func, MRI - anat",Healthy / Control,"18-25, 26-34, 35-50",knowfilt,,Event-related,,No,n/a,Human,n/a,n/a,,,"Fadel, Kelly",4.27
ds001357,https://openneuro.org/datasets/ds001357/versions/00001,NameFacePriming,2018-05-06,2018-07-18,18,"MRI - func, MRI - anat",,,"familiarity, viewing",,,,No,n/a,,n/a,n/a,,,"Gyula, Kovács",3.52
ds001365,https://openneuro.org/datasets/ds001365/versions/1.0.0,Indiv_Diffs_ReadingSkill,2018-05-12,2018-11-01,35,MRI - anat,,0-10,,,,,No,n/a,,n/a,n/a,,,"D, Braze",0.21
ds001371,https://openneuro.org/datasets/ds001371/versions/1.1.1,Early signs of disrupted rule learning in adolescents at clinical high risk for psychosis,2020-01-19,2022-07-21,47,"MRI - func, MRI - anat",Clinical High,"11-17, 18-25",ritl,72,mixed model,"executive function, goal maintenance, ",No,n/a,Human,n/a,n/a,,,"Mittal, Vijay A.",61.4
ds001378,https://openneuro.org/datasets/ds001378/versions/00003,SCA2 Diffusion Tensor Imaging,2018-05-22,2018-07-18,25,"MRI - dwi, MRI - anat",,,,,,,No,n/a,,n/a,n/a,,,"Mascalchi, Mario",0.6
ds001379,https://openneuro.org/datasets/ds001379/versions/1.0.0,Loci case study,2022-05-24,2022-05-24,1,"MRI - func, MRI - anat",,51-65,"encode, forget, loci, recall",,,,No,n/a,Human,No,Yes,,,"Baldassano, Christopher",5.13
ds001386,https://openneuro.org/datasets/ds001386/versions/00001,Subject Data,2018-05-29,2018-07-18,42,"MRI - func, MRI - anat",,"18-25, 26-34, 35-50, 51-65, 66+",,,,,No,n/a,,n/a,n/a,,,"Hillary, Dr. Frank",4.58
ds001399,https://openneuro.org/datasets/ds001399/versions/2.0.0,multibandACQtests,2018-06-13,2022-06-22,6,"MRI - func, MRI - anat",,,"CuedtsPro, reward, delay",,,,No,Yes,,n/a,n/a,,,"Braver, Todd S.",10.65
ds001408,https://openneuro.org/datasets/ds001408/versions/1.0.3,rsfMRI_single_session_EEG_NF,2018-06-22,2020-05-15,52,"MRI - anat, MRI - func",,"18-25, 26-34, 35-50",rest,,,,No,n/a,,n/a,n/a,,,"V, Pechenkova Ekaterina",8.74
ds001415,https://openneuro.org/datasets/ds001415/versions/1.0.0,Audio Cartography,2020-08-12,2020-08-08,21,"MRI - func, MRI - anat",,"18-25, 26-34, 35-50, 51-65",map listening,,,,No,n/a,Human,n/a,n/a,,,"Brittell, Megen",1.29
ds001417,https://openneuro.org/datasets/ds001417/versions/1.0.0,CAT snacks functional plasticity,2018-07-03,2020-07-22,36,"MRI - func, MRI - anat",,"18-25, 26-34","probe, responsetosnacks",,,,No,n/a,,n/a,n/a,,,"Schonberg, Tom",88.41
ds001419,https://openneuro.org/datasets/ds001419/versions/1.0.1,thoughtExperiment,2018-07-05,2018-09-21,1,"MRI - func, MRI - dwi, MRI - anat",,18-25,"imagery, rest",,,,No,n/a,,n/a,n/a,,,"Labudda, Kirsten",0.17
ds001420,https://openneuro.org/datasets/ds001420/versions/1.2.0,[11C]DASB PET Cimbi database example,2018-07-09,2022-08-08,2,"MRI - anat, PET",,18-25,,,,,No,Yes,,n/a,n/a,,,"Noergaard, Martin",0.57
ds001421,https://openneuro.org/datasets/ds001421/versions/1.4.1,[11C]SB207145 PET Cimbi database example,2018-07-09,2022-07-29,1,"MRI - anat, PET",,18-25,,,,,No,Yes,,No,Yes,,,"Noergaard, Martin",0.29
ds001430,https://openneuro.org/datasets/ds001430/versions/1.0.2,Neural Overlap in Item Representations Across Episodes Impairs Context Memory,2018-07-24,2019-09-03,31,"MRI - func, MRI - anat",,"18-25, 26-34","Task Localizer, Initial Encoding, Source Memory Test, Item Repetition",,,,No,n/a,,n/a,n/a,,,"Turk-Browne, N.B.",9.12
ds001439,https://openneuro.org/datasets/ds001439/versions/1.2.0,A role for the medial temporal lobe subsystem in guiding prosociality: the effect of episodic processes on willingness to help others,2018-07-26,2019-02-02,18,"MRI - func, MRI - anat",,"18-25, 26-34, 35-50","ieh, tom",,,,No,n/a,,n/a,n/a,,,"Young, Liane",7.79
ds001450,https://openneuro.org/datasets/ds001450/versions/1.0.0,bids_results1,2018-08-01,2018-08-01,2,bold,,,rest,,,,No,n/a,,n/a,n/a,,,"Fan, Yun-Shuang",0.1
ds001454,https://openneuro.org/datasets/ds001454/versions/1.3.1,Human hippocampal replay during rest prioritizes weakly-learned information and predicts memory performance,2018-08-02,2020-01-27,24,"MRI - func, MRI - anat",,"18-25, 26-34, 35-50","rest, satellite",,,,No,n/a,,n/a,n/a,,,"Norman, K.A.",15.08
ds001461,https://openneuro.org/datasets/ds001461/versions/1.0.3,rsfMRI_comrobidity-SmokingandSchizophrenia,2018-08-05,2020-01-27,81,MRI - func,,"11-17, 18-25, 26-34, 35-50, 51-65",rest,,,,No,n/a,,n/a,n/a,,,"Fan, Yun-Shuang",2.23
ds001486,https://openneuro.org/datasets/ds001486/versions/1.3.1,Brain Correlates of Math Development,2018-08-22,2021-03-23,132,"MRI - func, MRI - anat",,,"Single-Digit Multiplication, Numerosity Judgement, Rhyming Judgement, Single-Digit Subtraction",,,,No,n/a,,n/a,n/a,,,"Booth, James R.",89.93
ds001491,https://openneuro.org/datasets/ds001491/versions/1.0.0,Valence processing differs across stimulus modalities (Multi-echo),2018-08-30,2018-08-31,20,"MRI - func, MRI - anat",,"18-25, 26-34","task-FlavorRun1, task-FlavorRun2, task-FlavorRun3, task-FlavorRun4, task-images",,,,No,n/a,,n/a,n/a,,,"Horst, Gert J. ter",16.3
ds001497,https://openneuro.org/datasets/ds001497/versions/1.0.2,"Long-term Memory (LTM) for famous Faces, Places, and common Objects",2018-09-04,2020-01-27,10,"MRI - func, MRI - anat",,,LTM,,,,No,n/a,,n/a,n/a,,,"Rogers, TT",2.22
ds001499,https://openneuro.org/datasets/ds001499/versions/1.3.1,5000Scenes,2018-09-04,2020-01-28,4,"MRI - func, MRI - dwi, MRI - anat",,"18-25, 26-34","5000scenes, Scene Localizer",,,,No,n/a,,n/a,n/a,,,"Aminoff, Elissa M.",77.27
ds001506,https://openneuro.org/datasets/ds001506/versions/1.3.1,Deep Image Reconstruction,2018-09-07,2020-01-27,3,"MRI - func, MRI - anat",,,"imagery, perception",,,,No,n/a,,n/a,n/a,,,"Kamitani, Yukiyasu",97.63
ds001510,https://openneuro.org/datasets/ds001510/versions/2.0.3,Schematic narrative perception and recall (intact),2018-09-10,2023-05-16,31,"MRI - func, MRI - anat",,,"perception, recall, schemarecall",,,,No,n/a,,n/a,n/a,,,"Norman, K.A.",67.44
ds001511,https://openneuro.org/datasets/ds001511/versions/1.0.5,Schematic narrative perception and recall (scrambled),2018-09-10,2022-05-24,13,"MRI - func, MRI - anat",,"18-25, 26-34, 35-50","CMIYC, scrambled",,,,No,n/a,,n/a,n/a,,,"Norman, K.A.",19.8
ds001517,https://openneuro.org/datasets/ds001517/versions/1.0.3,Associative Prediction of Visual Shape in the Hippocampus,2018-09-18,2020-01-27,24,"MRI - func, MRI - anat",,"18-25, 26-34","Prediction audio cue, Shape only",,,,No,n/a,,n/a,n/a,,,"Turk-Browne, N.B.",157.94
ds001521,https://openneuro.org/datasets/ds001521/versions/1.0.2,Lingering representations of stimuli influence recall organization,2018-09-20,2019-02-22,41,"MRI - func, MRI - anat",,,"Localizer, Study-Test",,,,No,n/a,,n/a,n/a,,,"Chan, S. C., Applegate, M. C., Morton, N. W., Polyn, S. M., & Norman, K. A.",13.05
ds001525,https://openneuro.org/datasets/ds001525/versions/1.1.1,,2018-09-26,2020-01-27,17,"MRI - func, MRI - anat",,"18-25, 26-34, 35-50","Repetition, Localizer",,,,No,n/a,,n/a,n/a,,,"Hickok, Gregory S.",29.91
ds001529,https://openneuro.org/datasets/ds001529/versions/1.0.2,Mouse_rest_anesthesia,2018-10-01,2020-01-28,38,MRI - func,,,rest,,,,No,n/a,,n/a,n/a,,,"Rudin, Markus",1.15
ds001534,https://openneuro.org/datasets/ds001534/versions/1.1.0,,2018-10-08,2019-07-29,42,"MRI - func, MRI - anat",,18-25,"foodimage, rating non-calorie labeled food images, rating calorie-labled food images",,,,No,n/a,,n/a,n/a,,,"Rapuano, Kristina",5.72
ds001541,https://openneuro.org/datasets/ds001541/versions/1.1.3,Mouse_opto_DRN,2018-10-10,2021-07-27,16,"MRI - func, MRI - anat",,,opto,,,,No,n/a,,n/a,n/a,,,"Saab, Bechara J.",1.09
ds001545,https://openneuro.org/datasets/ds001545/versions/1.1.1,Learning Naturalistic Temporal Structure in the Posterior Medial Network,2018-10-10,2019-07-23,30,"MRI - func, MRI - anat",,"18-25, 26-34",movie watching,,,,No,n/a,,n/a,n/a,,,"Hasson, U.",26.61
ds001547,https://openneuro.org/datasets/ds001547/versions/1.1.0,Layer VASO in visual system,2018-10-11,2018-10-12,5,"MRI - func, MRI - anat",,"18-25, 26-34","imagery, rest, swirly stars",,,,No,n/a,,n/a,n/a,,,"Huber, Renzo",11.55
ds001551,https://openneuro.org/datasets/ds001551/versions/1.0.0,,2018-10-14,2018-10-16,34,"MRI - func, MRI - anat",,,trust,,,,No,n/a,,n/a,n/a,,,"Prochazkova, Eliska",9.84
ds001553,https://openneuro.org/datasets/ds001553/versions/1.0.1,100 runs at 3T,2018-10-15,2023-12-04,3,"MRI - func, MRI - anat",Healthy / Control,"18-25, 26-34","checkerboard, rest",,,,No,n/a,Human,n/a,Yes,,https://doi.org/10.1073/pnas.1121049109,"Bandettini, Peter A.",8.52
ds001554,https://openneuro.org/datasets/ds001554/versions/1.0.0,Neural pattern change during encoding of a narrative predicts retrospective duration estimates,2018-10-15,2018-10-15,23,"MRI - func, MRI - anat",,,listening,,,,No,n/a,,n/a,n/a,,,"Lositsky, O., Chen, J., Toker, D., Honey, C.J., Poppenk, J.L., Hasson, U., & Norman, K.A.",4.4
ds001555,https://openneuro.org/datasets/ds001555/versions/1.0.1,Large Single-Subject Functional MRI Datasets at 7T,2018-10-16,2023-12-04,3,"MRI - func, MRI - anat",Healthy / Control,"18-25, 26-34","HalfFovNoTask, FullFovNoAttentionTask, FullFovAttentionTask, Full Field-of-View Visual Stimulation + Attention Control Task, Hemifield Visual Stimulation, Full Field-of-View Visual Stimulation Only",,,,No,n/a,Human,n/a,Yes,,https://doi.org/10.1093/cercor/bhu148,"Bandettini, Peter A.",31.99
ds001563,https://openneuro.org/datasets/ds001563/versions/1.0.1,WIN-open-science-example,2019-09-29,2019-09-29,1,MRI - anat,Healthy / Control,,,,Methods developement,layer fMRI acquisition methods,No,n/a,Human,n/a,n/a,,,"Huber, Renzo",0.01
ds001566,https://openneuro.org/datasets/ds001566/versions/1.0.1,test,2018-10-23,2018-10-23,1,"MRI - func, MRI - anat",,,Resting state fMRI,,,,No,n/a,,n/a,n/a,,,,1.13
ds001576,https://openneuro.org/datasets/ds001576/versions/1.0.0,Refresh my memory: Episodic memory reinstatements intrude on working memory maintenance,2018-10-29,2018-10-29,36,"MRI - func, MRI - anat",,,"Learning task, DNMS",,,,No,n/a,,n/a,n/a,,,"Hoskin, A.N., Bornstein, A.M., Norman, K.A., & Cohen, J.D.",27.84
ds001590,https://openneuro.org/datasets/ds001590/versions/1.0.1,Feature Discrimination,2018-11-08,2019-03-06,32,"MRI - func, MRI - dwi, MRI - anat",,,"sim, ser, loc",,,,No,n/a,,n/a,n/a,,,"McClure, Samuel M.",295.36
ds001591,https://openneuro.org/datasets/ds001591/versions/1.3.0,Mouse_rest_KCLtraining,2018-11-13,2018-11-14,2,"MRI - func, MRI - anat",,,rest,,,,No,n/a,,n/a,n/a,,,"Cash, Diana",0.2
ds001595,https://openneuro.org/datasets/ds001595/versions/1.0.0,Test dataset for XCP software,2018-11-16,2018-11-16,1,"MRI - dwi, MRI - anat, MRI - func",,,rest,,,,No,n/a,,n/a,n/a,,,,0.1
ds001597,https://openneuro.org/datasets/ds001597/versions/1.0.0,multiFingerRSA,2018-11-19,2018-11-19,20,"MRI - func, MRI - anat",,,cuedMFM,,,,No,n/a,,n/a,n/a,,,"Verstynen, Timothy",55.67
ds001600,https://openneuro.org/datasets/ds001600/versions/1.0.0,Example Fieldmaps,2018-11-24,2018-11-24,1,"MRI - func, MRI - anat",,,rest,,,,No,n/a,,n/a,n/a,,,"Satterthwaite, Ted",0.02
ds001607,https://openneuro.org/datasets/ds001607/versions/1.0.1,Reinstated episodic context guides sampling-based decisions for reward,2018-12-03,2018-12-05,32,"MRI - func, MRI - anat",,,"Learning task, Funcational localizer, Test",,,,No,n/a,,n/a,n/a,,,"Bornstein, A.M. & Norman, K.A.",10.17
ds001608,https://openneuro.org/datasets/ds001608/versions/1.0.1,Prestimulus Exp2,2019-07-21,2019-11-01,21,"MRI - func, MRI - anat",,"18-25, 26-34",viewclips,,,,No,n/a,,n/a,n/a,,,"Cohen, Noga",7.72
ds001612,https://openneuro.org/datasets/ds001612/versions/1.0.2,Offline replay supports planning: fMRI evidence from reward revaluation,2018-12-06,2019-01-02,24,"MRI - func, MRI - anat",,,"Funcational localizer, Main task",,,,No,n/a,,n/a,n/a,,,"Momennejad, I., Otto, A.R., Daw, N., & Norman, K.A.",9.09
ds001614,https://openneuro.org/datasets/ds001614/versions/1.1.0,Perceptual decisions result from the continuous accumulation of memory and sensory evidence,2018-12-07,2019-07-28,31,"T1w, bold, events",,,"Response Training, Funcational localizer, Sequence Learning, Cued Inference task",,,,No,n/a,,n/a,n/a,,,"Cohen, J.D.",40.61
ds001618,https://openneuro.org/datasets/ds001618/versions/1.0.1,"Shared and differential default-mode related patterns of activity in an autobiographical, a self-referential and an attentional task",2018-12-12,2018-12-12,36,MRI - func,,"18-25, 26-34, 35-50, 51-65","N-back, Self/Other reflection, Autobiographical memory",,,,No,n/a,,n/a,n/a,,,"Salvador, Raymond",5.9
ds001621,https://openneuro.org/datasets/ds001621/versions/1.1.0,Neural representations of events arise from temporal community structure,2018-12-14,2019-02-21,20,"MRI - func, MRI - anat",,,commstruc,,,,No,n/a,,n/a,n/a,,,"Botvinick, M.M.",4.33
ds001634,https://openneuro.org/datasets/ds001634/versions/1.0.1,Visual working memory: Study one Task fMRI and Behavioural response,2018-12-31,2019-01-03,19,"MRI - func, MRI - anat",,,"ep2d_bold_WorkingMemory_Run1, ep2d_bold_WorkingMemory_Run3, ep2d_bold_WorkingMemory_Order1, ep2d_bold_WorkingMemory_Run2, ep2d_bold_WorkingMemory_Order2, ep2d_bold_WorkingMemory_Order3, ep2d_bold_WorkingMemory_order1, ep2d_bold_WorkingMemory_order2, ep2d_bold_WorkingMemory_order1_run2 , ep2d_bold_WorkingMemory_order1_run1 , ep2d_bold_WorkingMemory_order1_run3 , ep2d_bold_WorkingMemory_order3",,,,No,n/a,,n/a,n/a,,,"Soreq, Eyal",5.93
ds001635,https://openneuro.org/datasets/ds001635/versions/1.0.1,Visual working memory: Study two Task fMRI and Behavioural response,2018-12-31,2019-01-03,16,"MRI - func, MRI - anat",,,"ep2d_bold_MemoryAndManiupulate_1, ep2d_bold_MemoryAndManiupulate_3, ep2d_bold_MemoryAndManiupulate_1_take2, ep2d_bold_MemoryAndManiupulate_2_take2, ep2d_bold_MemoryAndManiupulate_Run1 , ep2d_bold_MemoryAndManiupulate_Run2 , ep2d_bold_MemoryAndManiupulate_2, ep2d_bold_MemoryAndManiupulate_Run3 ",,,,No,n/a,,n/a,n/a,,,"Soreq, Eyal",4.64
ds001652,https://openneuro.org/datasets/ds001652/versions/2.0.0,Ironia VEV,2019-01-16,2019-01-20,8,"MRI - func, MRI - anat",,"18-25, 26-34",Ironia VEV,,,,No,n/a,,n/a,n/a,,,"Valles, Elizabeth",1.02
ds001653,https://openneuro.org/datasets/ds001653/versions/1.0.2,Mouse_rest_awake,2019-07-23,2020-07-22,29,"MRI - func, MRI - anat",,,rest,,,,No,n/a,,n/a,n/a,,,"Grandjean, Joanes",8.73
ds001705,https://openneuro.org/datasets/ds001705/versions/1.0.1,NRM2018 PET Grand Challenge dataset,2019-01-28,2021-06-01,5,"MRI - anat, PET",,"26-34, 35-50, 51-65",,,,,No,n/a,,n/a,n/a,,,"Gunn, Roger",3.36
ds001715,https://openneuro.org/datasets/ds001715/versions/1.0.0,Dissociable neural mechanisms track evidence accumulation for selection of attention versus action,2019-01-31,2019-02-05,34,"MRI - func, MRI - anat",,,Decision-making task,,,,No,n/a,,n/a,n/a,,,"Shenhav, A., Straccia, M.A., Musslick, S., Cohen, J.D., & Botvinick, M.M.",15.18
ds001720,https://openneuro.org/datasets/ds001720/versions/1.0.2,Mouse_rest_multicentre,2019-02-01,2019-06-17,255,MRI - func,,,rest,,,,No,n/a,,n/a,n/a,,,"Gozzi, Alessandro",24.71
ds001722,https://openneuro.org/datasets/ds001722/versions/1.1.0,A role for the medial temporal lobe subsystem in guiding prosociality: the effect of episodic processes on willingness to help others (Experiment 2),2019-02-01,2019-02-01,19,"MRI - func, MRI - anat",,,tom,,,,No,n/a,,n/a,n/a,,,"Young, Liane",2.15
ds001725,https://openneuro.org/datasets/ds001725/versions/1.1.0,Mouse_rest_psilocybin,2019-09-02,2019-09-02,40,"MRI - func, MRI - anat",,,rest,,,,No,n/a,,n/a,n/a,,,"Rudin, Markus",5.02
